path	cell	dataType	antibody	view	replicate	type	lab	hub
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgDnaseUniform/wgEncodeAwgDnaseDukeGm19238UniPk.narrowPeak.gz	GM19238	DnaseSeq		Peaks		narrowPeak	Duke	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgDnaseUniform/wgEncodeAwgDnaseDukeGm19239UniPk.narrowPeak.gz	GM19239	DnaseSeq		Peaks		narrowPeak	Duke	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgDnaseUniform/wgEncodeAwgDnaseDukeGm19240UniPk.narrowPeak.gz	GM19240	DnaseSeq		Peaks		narrowPeak	Duke	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgDnaseUniform/wgEncodeAwgDnaseDukeH9esUniPk.narrowPeak.gz	H9ES	DnaseSeq		Peaks		narrowPeak	Duke	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgDnaseUniform/wgEncodeAwgDnaseDukeHelas3ifna4hUniPk.narrowPeak.gz	HeLa-S3	DnaseSeq		Peaks		narrowPeak	Duke	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgDnaseUniform/wgEncodeAwgDnaseDukeHepatocytesUniPk.narrowPeak.gz	Hepatocytes	DnaseSeq		Peaks		narrowPeak	Duke	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgDnaseUniform/wgEncodeAwgDnaseDukeHpde6e6e7UniPk.narrowPeak.gz	HPDE6-E6E7	DnaseSeq		Peaks		narrowPeak	Duke	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgDnaseUniform/wgEncodeAwgDnaseDukeHsmmembUniPk.narrowPeak.gz	HSMM_emb	DnaseSeq		Peaks		narrowPeak	Duke	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgDnaseUniform/wgEncodeAwgDnaseDukeHtr8svnUniPk.narrowPeak.gz	HTR8svn	DnaseSeq		Peaks		narrowPeak		Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgDnaseUniform/wgEncodeAwgDnaseDukeHuh7.5UniPk.narrowPeak.gz	Huh-7.5	DnaseSeq		Peaks		narrowPeak	Duke	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgDnaseUniform/wgEncodeAwgDnaseDukeHuh7UniPk.narrowPeak.gz	Huh-7	DnaseSeq		Peaks		narrowPeak	Duke	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgDnaseUniform/wgEncodeAwgDnaseDukeIpsUniPk.narrowPeak.gz	iPS	DnaseSeq		Peaks		narrowPeak	Duke	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgDnaseUniform/wgEncodeAwgDnaseDukeIshikawaestradiolUniPk.narrowPeak.gz	Ishikawa	DnaseSeq		Peaks		narrowPeak	Duke	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgDnaseUniform/wgEncodeAwgDnaseDukeIshikawatamoxifenUniPk.narrowPeak.gz	Ishikawa	DnaseSeq		Peaks		narrowPeak	Duke	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgDnaseUniform/wgEncodeAwgDnaseDukeLncapandrogenUniPk.narrowPeak.gz	LNCaP	DnaseSeq		Peaks		narrowPeak	Duke	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgDnaseUniform/wgEncodeAwgDnaseDukeMcf7hypoxiaUniPk.narrowPeak.gz	MCF-7	DnaseSeq		Peaks		narrowPeak	Duke	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgDnaseUniform/wgEncodeAwgDnaseDukeMedulloUniPk.narrowPeak.gz	Medullo	DnaseSeq		Peaks		narrowPeak	Duke	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgDnaseUniform/wgEncodeAwgDnaseDukeMelanoUniPk.narrowPeak.gz	Melano	DnaseSeq		Peaks		narrowPeak	Duke	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgDnaseUniform/wgEncodeAwgDnaseDukeMyometrUniPk.narrowPeak.gz	Myometr	DnaseSeq		Peaks		narrowPeak	Duke	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgDnaseUniform/wgEncodeAwgDnaseDukeOsteoblUniPk.narrowPeak.gz	Osteobl	DnaseSeq		Peaks		narrowPeak	Duke	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgDnaseUniform/wgEncodeAwgDnaseDukePanisletdUniPk.narrowPeak.gz	PanIsletD	DnaseSeq		Peaks		narrowPeak	Duke	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgDnaseUniform/wgEncodeAwgDnaseDukePanisletsUniPk.narrowPeak.gz	PanIslets	DnaseSeq		Peaks		narrowPeak	Duke	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgDnaseUniform/wgEncodeAwgDnaseDukePhteUniPk.narrowPeak.gz	pHTE	DnaseSeq		Peaks		narrowPeak	Duke	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgDnaseUniform/wgEncodeAwgDnaseDukeProgfibUniPk.narrowPeak.gz	ProgFib	DnaseSeq		Peaks		narrowPeak	Duke	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgDnaseUniform/wgEncodeAwgDnaseDukeRwpe1UniPk.narrowPeak.gz	RWPE1	DnaseSeq		Peaks		narrowPeak	Duke	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgDnaseUniform/wgEncodeAwgDnaseDukeStellateUniPk.narrowPeak.gz	Stellate	DnaseSeq		Peaks		narrowPeak	Duke	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgDnaseUniform/wgEncodeAwgDnaseDukeT47dUniPk.narrowPeak.gz	T-47D	DnaseSeq		Peaks		narrowPeak	Duke	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgDnaseUniform/wgEncodeAwgDnaseDukeTh0UniPk.narrowPeak.gz	Adult_CD4_Th0	DnaseSeq		Peaks		narrowPeak	UW	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgDnaseUniform/wgEncodeAwgDnaseDukeUrotheliaUniPk.narrowPeak.gz	Urothelia	DnaseSeq		Peaks		narrowPeak	Duke	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgDnaseUniform/wgEncodeAwgDnaseDukeUrotheliaut189UniPk.narrowPeak.gz	Urothelia	DnaseSeq		Peaks		narrowPeak	Duke	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgDnaseUniform/wgEncodeAwgDnaseUwAg04449UniPk.narrowPeak.gz	AG04449	DnaseSeq		Peaks		narrowPeak	UW	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgDnaseUniform/wgEncodeAwgDnaseUwAg04450UniPk.narrowPeak.gz	AG04450	DnaseSeq		Peaks		narrowPeak	UW	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgDnaseUniform/wgEncodeAwgDnaseUwAg09309UniPk.narrowPeak.gz	AG09309	DnaseSeq		Peaks		narrowPeak	UW	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgDnaseUniform/wgEncodeAwgDnaseUwAg09319UniPk.narrowPeak.gz	AG09319	DnaseSeq		Peaks		narrowPeak	UW	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgDnaseUniform/wgEncodeAwgDnaseUwAg10803UniPk.narrowPeak.gz	AG10803	DnaseSeq		Peaks		narrowPeak	UW	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgDnaseUniform/wgEncodeAwgDnaseUwAoafUniPk.narrowPeak.gz	AoAF	DnaseSeq		Peaks		narrowPeak	UW	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgDnaseUniform/wgEncodeAwgDnaseUwBe2cUniPk.narrowPeak.gz	BE2_C	DnaseSeq		Peaks		narrowPeak	UW	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgDnaseUniform/wgEncodeAwgDnaseUwBjUniPk.narrowPeak.gz	BJ	DnaseSeq		Peaks		narrowPeak	UW	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgDnaseUniform/wgEncodeAwgDnaseUwCaco2UniPk.narrowPeak.gz	Caco-2	DnaseSeq		Peaks		narrowPeak	UW	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgDnaseUniform/wgEncodeAwgDnaseUwCd20UniPk.narrowPeak.gz	CD20+	DnaseSeq		Peaks		narrowPeak	UW	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgDnaseUniform/wgEncodeAwgDnaseUwCd34mobilizedUniPk.narrowPeak.gz	CD34+_Mobilized	DnaseSeq		Peaks		narrowPeak	UW	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgDnaseUniform/wgEncodeAwgDnaseUwCmkUniPk.narrowPeak.gz	CMK	DnaseSeq		Peaks		narrowPeak	UW	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgDnaseUniform/wgEncodeAwgDnaseUwGm06990UniPk.narrowPeak.gz	GM06990	DnaseSeq		Peaks		narrowPeak	UW	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgDnaseUniform/wgEncodeAwgDnaseUwGm12864UniPk.narrowPeak.gz	GM12864	DnaseSeq		Peaks		narrowPeak	UW	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgDnaseUniform/wgEncodeAwgDnaseUwGm12865UniPk.narrowPeak.gz	GM12865	DnaseSeq		Peaks		narrowPeak	UW	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgDnaseUniform/wgEncodeAwgDnaseUwH7hescUniPk.narrowPeak.gz	H7-hESC	DnaseSeq		Peaks		narrowPeak	UW	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgDnaseUniform/wgEncodeAwgDnaseUwHacUniPk.narrowPeak.gz	HAc	DnaseSeq		Peaks		narrowPeak	UW	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgDnaseUniform/wgEncodeAwgDnaseUwHaepicUniPk.narrowPeak.gz	HAEpiC	DnaseSeq		Peaks		narrowPeak	UW	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgDnaseUniform/wgEncodeAwgDnaseUwHahUniPk.narrowPeak.gz	HA-h	DnaseSeq		Peaks		narrowPeak	UW	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgDnaseUniform/wgEncodeAwgDnaseUwHaspUniPk.narrowPeak.gz	HA-sp	DnaseSeq		Peaks		narrowPeak	UW	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgDnaseUniform/wgEncodeAwgDnaseUwHbmecUniPk.narrowPeak.gz	HBMEC	DnaseSeq		Peaks		narrowPeak	UW	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgDnaseUniform/wgEncodeAwgDnaseUwHcfUniPk.narrowPeak.gz	HCF	DnaseSeq		Peaks		narrowPeak	UW	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgDnaseUniform/wgEncodeAwgDnaseUwHcfaaUniPk.narrowPeak.gz	HCFaa	DnaseSeq		Peaks		narrowPeak	UW	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgDnaseUniform/wgEncodeAwgDnaseUwHcmUniPk.narrowPeak.gz	HCM	DnaseSeq		Peaks		narrowPeak	UW	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgDnaseUniform/wgEncodeAwgDnaseUwHconfUniPk.narrowPeak.gz	HConF	DnaseSeq		Peaks		narrowPeak	UW	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgDnaseUniform/wgEncodeAwgDnaseUwHcpepicUniPk.narrowPeak.gz	HCPEpiC	DnaseSeq		Peaks		narrowPeak	UW	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgDnaseUniform/wgEncodeAwgDnaseUwHct116UniPk.narrowPeak.gz	HCT-116	DnaseSeq		Peaks		narrowPeak	UW	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgDnaseUniform/wgEncodeAwgDnaseUwHeepicUniPk.narrowPeak.gz	HEEpiC	DnaseSeq		Peaks		narrowPeak	UW	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgDnaseUniform/wgEncodeAwgDnaseUwHffUniPk.narrowPeak.gz	HFF	DnaseSeq		Peaks		narrowPeak	UW	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgDnaseUniform/wgEncodeAwgDnaseUwHffmycUniPk.narrowPeak.gz	HFF-Myc	DnaseSeq		Peaks		narrowPeak	UW	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgDnaseUniform/wgEncodeAwgDnaseUwHgfUniPk.narrowPeak.gz	HGF	DnaseSeq		Peaks		narrowPeak	UW	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgDnaseUniform/wgEncodeAwgDnaseUwHipepicUniPk.narrowPeak.gz	HIPEpiC	DnaseSeq		Peaks		narrowPeak	UW	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgDnaseUniform/wgEncodeAwgDnaseUwHl60UniPk.narrowPeak.gz	HL-60	DnaseSeq		Peaks		narrowPeak	UW	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgDnaseUniform/wgEncodeAwgDnaseUwHmfUniPk.narrowPeak.gz	HMF	DnaseSeq		Peaks		narrowPeak	UW	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgDnaseUniform/wgEncodeAwgDnaseUwHmvecdadUniPk.narrowPeak.gz	HMVEC-dAd	DnaseSeq		Peaks		narrowPeak	UW	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgDnaseUniform/wgEncodeAwgDnaseUwHmvecdbladUniPk.narrowPeak.gz	HMVEC-dBl-Ad	DnaseSeq		Peaks		narrowPeak	UW	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgDnaseUniform/wgEncodeAwgDnaseUwHmvecdblneoUniPk.narrowPeak.gz	HMVEC-dBl-Neo	DnaseSeq		Peaks		narrowPeak	UW	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgDnaseUniform/wgEncodeAwgDnaseUwHmvecdlyadUniPk.narrowPeak.gz	HMVEC-dLy-Ad	DnaseSeq		Peaks		narrowPeak	UW	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgDnaseUniform/wgEncodeAwgDnaseUwHmvecdlyneoUniPk.narrowPeak.gz	HMVEC-dLy-Neo	DnaseSeq		Peaks		narrowPeak	UW	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgDnaseUniform/wgEncodeAwgDnaseUwHmvecdneoUniPk.narrowPeak.gz	HMVEC-dNeo	DnaseSeq		Peaks		narrowPeak	UW	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgDnaseUniform/wgEncodeAwgDnaseUwHmveclblUniPk.narrowPeak.gz	HMVEC-LBl	DnaseSeq		Peaks		narrowPeak	UW	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgDnaseUniform/wgEncodeAwgDnaseUwHmvecllyUniPk.narrowPeak.gz	HMVEC-LLy	DnaseSeq		Peaks		narrowPeak	UW	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgDnaseUniform/wgEncodeAwgDnaseUwHnpcepicUniPk.narrowPeak.gz	HNPCEpiC	DnaseSeq		Peaks		narrowPeak	UW	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgDnaseUniform/wgEncodeAwgDnaseUwHpaecUniPk.narrowPeak.gz	HPAEC	DnaseSeq		Peaks		narrowPeak	UW	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgDnaseUniform/wgEncodeAwgDnaseUwHpafUniPk.narrowPeak.gz	HPAF	DnaseSeq		Peaks		narrowPeak	UW	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgDnaseUniform/wgEncodeAwgDnaseUwHpdlfUniPk.narrowPeak.gz	HPdLF	DnaseSeq		Peaks		narrowPeak	UW	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgDnaseUniform/wgEncodeAwgDnaseUwHpfUniPk.narrowPeak.gz	HPF	DnaseSeq		Peaks		narrowPeak	UW	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgDnaseUniform/wgEncodeAwgDnaseUwHrcepicUniPk.narrowPeak.gz	HRCEpiC	DnaseSeq		Peaks		narrowPeak	UW	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgDnaseUniform/wgEncodeAwgDnaseUwHreUniPk.narrowPeak.gz	HRE	DnaseSeq		Peaks		narrowPeak	UW	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgDnaseUniform/wgEncodeAwgDnaseUwHrgecUniPk.narrowPeak.gz	HRGEC	DnaseSeq		Peaks		narrowPeak	UW	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgDnaseUniform/wgEncodeAwgDnaseUwHrpepicUniPk.narrowPeak.gz	HRPEpiC	DnaseSeq		Peaks		narrowPeak	UW	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgDnaseUniform/wgEncodeAwgDnaseUwHvmfUniPk.narrowPeak.gz	HVMF	DnaseSeq		Peaks		narrowPeak	UW	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgDnaseUniform/wgEncodeAwgDnaseUwJurkatUniPk.narrowPeak.gz	Jurkat	DnaseSeq		Peaks		narrowPeak	UW	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgDnaseUniform/wgEncodeAwgDnaseUwMonocytescd14ro01746UniPk.narrowPeak.gz	Monocytes-CD14+_RO01746	DnaseSeq		Peaks		narrowPeak	UW	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgDnaseUniform/wgEncodeAwgDnaseUwNb4UniPk.narrowPeak.gz	NB4	DnaseSeq		Peaks		narrowPeak	UW	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgDnaseUniform/wgEncodeAwgDnaseUwNhaUniPk.narrowPeak.gz	NH-A	DnaseSeq		Peaks		narrowPeak	UW	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgDnaseUniform/wgEncodeAwgDnaseUwNhdfadUniPk.narrowPeak.gz	NHDF-Ad	DnaseSeq		Peaks		narrowPeak	UW	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgDnaseUniform/wgEncodeAwgDnaseUwNhdfneoUniPk.narrowPeak.gz	NHDF-neo	DnaseSeq		Peaks		narrowPeak	UW	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgDnaseUniform/wgEncodeAwgDnaseUwNhlfUniPk.narrowPeak.gz	NHLF	DnaseSeq		Peaks		narrowPeak	UW	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgDnaseUniform/wgEncodeAwgDnaseUwNt2d1UniPk.narrowPeak.gz	NT2-D1	DnaseSeq		Peaks		narrowPeak	UW	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgDnaseUniform/wgEncodeAwgDnaseUwPanc1UniPk.narrowPeak.gz	PANC-1	DnaseSeq		Peaks		narrowPeak	UW	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgDnaseUniform/wgEncodeAwgDnaseUwPrecUniPk.narrowPeak.gz	PrEC	DnaseSeq		Peaks		narrowPeak	UW	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgDnaseUniform/wgEncodeAwgDnaseUwRptecUniPk.narrowPeak.gz	RPTEC	DnaseSeq		Peaks		narrowPeak	UW	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgDnaseUniform/wgEncodeAwgDnaseUwSaecUniPk.narrowPeak.gz	SAEC	DnaseSeq		Peaks		narrowPeak	UW	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgDnaseUniform/wgEncodeAwgDnaseUwSkmcUniPk.narrowPeak.gz	SKMC	DnaseSeq		Peaks		narrowPeak	UW	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgDnaseUniform/wgEncodeAwgDnaseUwSknmcUniPk.narrowPeak.gz	SK-N-MC	DnaseSeq		Peaks		narrowPeak	UW	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgDnaseUniform/wgEncodeAwgDnaseUwSknshraUniPk.narrowPeak.gz	SK-N-SH_RA	DnaseSeq		Peaks		narrowPeak	UW	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgDnaseUniform/wgEncodeAwgDnaseUwTh2UniPk.narrowPeak.gz	Th2	DnaseSeq		Peaks		narrowPeak	UW	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgDnaseUniform/wgEncodeAwgDnaseUwWerirb1UniPk.narrowPeak.gz	WERI-Rb-1	DnaseSeq		Peaks		narrowPeak	UW	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgDnaseUniform/wgEncodeAwgDnaseUwWi38UniPk.narrowPeak.gz	WI-38	DnaseSeq		Peaks		narrowPeak	UW	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgDnaseUniform/wgEncodeAwgDnaseUwWi38tamoxifentamoxifenUniPk.narrowPeak.gz	WI-38	DnaseSeq		Peaks		narrowPeak	UW	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgDnaseUniform/wgEncodeAwgDnaseUwdukeA549UniPk.narrowPeak.gz	A549	DnaseSeq		Peaks		narrowPeak	AWG	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgDnaseUniform/wgEncodeAwgDnaseUwdukeGm12878UniPk.narrowPeak.gz	GM12878	DnaseSeq		Peaks		narrowPeak	AWG	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgDnaseUniform/wgEncodeAwgDnaseUwdukeH1hescUniPk.narrowPeak.gz	H1-hESC	DnaseSeq		Peaks		narrowPeak	AWG	Data
http://hgdownload.cse.ucsc.edu/goldenPath/hg19/encodeDCC/wgEncodeAwgDnaseUniform/wgEncodeAwgDnaseUwdukeHelas3UniPk.narrowPeak.gz	HeLa-S3	DnaseSeq		Peaks		narrowPeak	AWG	Data
